Pharmacy_Name,Area,Medicine_Name,Medicine_Category,Stock_Quantity,Reorder_Level,Daily_Usage,Demand_Level,Delivery_Time_Days,Season,Disease_Outbreak,Date,Availability,Contact_Number,Opening_Hour,Closing_Hour,Home_Delivery,Delivery_Time_Minutes,Pharmacy_Type,Last_Updated
MedPlus,Dadar,Insulin,Diabetes,42,46,14,Medium,2,Summer,No,2025-10-10,Low Stock,9987997215,10,23,Yes,27,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Cetrizine,Allergy,35,33,8,Low,2,Summer,No,2025-03-18,Available,9200062066,9,22,Yes,27,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Insulin,Diabetes,2,30,8,Low,3,Summer,No,2025-04-11,Low Stock,9757505697,9,22,Yes,53,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Insulin,Diabetes,24,44,5,Low,6,Rainy,No,2025-06-02,Low Stock,9289007246,8,21,No,23,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,15,49,14,Medium,5,Summer,No,2025-02-17,Low Stock,9919889879,9,21,Yes,57,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,26,40,21,High,2,Rainy,Yes,2025-06-29,Low Stock,9292970146,9,23,No,55,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Vitamin D,Supplement,70,31,16,High,2,Rainy,Yes,2025-06-08,Available,9370233905,10,22,No,51,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,ORS,Hydration,58,29,12,Medium,4,Rainy,No,2025-06-07,Available,9738640614,10,22,Yes,50,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Azithromycin,Antibiotic,32,22,24,High,5,Rainy,Yes,2025-08-12,Available,9295018918,9,23,No,53,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Azithromycin,Antibiotic,5,24,10,Medium,4,Winter,No,2025-12-20,Low Stock,9934314067,9,23,No,34,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Azithromycin,Antibiotic,14,34,11,Medium,3,Winter,Yes,2025-11-17,Low Stock,9864338163,8,21,No,58,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Cetrizine,Allergy,14,24,14,Medium,2,Winter,No,2025-01-21,Low Stock,9418984108,9,22,No,43,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Insulin,Diabetes,63,38,6,Low,5,Rainy,No,2025-08-15,Available,9875670980,10,22,Yes,15,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Insulin,Diabetes,51,33,6,Low,6,Summer,No,2025-04-21,Available,9236720560,9,23,No,37,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Dolo,Painkiller,57,26,15,Medium,6,Rainy,Yes,2025-08-27,Available,9469552893,8,22,No,26,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Paracetamol,Painkiller,28,40,19,High,6,Winter,Yes,2025-12-24,Low Stock,9992234327,8,22,No,12,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Dolo,Painkiller,0,20,8,Low,5,Summer,No,2025-10-13,Out of Stock,9920931936,9,21,Yes,59,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Insulin,Diabetes,48,35,15,Medium,2,Winter,No,2025-11-24,Available,9318090542,9,21,No,59,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Cetrizine,Allergy,22,32,8,Low,5,Summer,No,2025-10-04,Low Stock,9268056474,9,22,Yes,33,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Vitamin D,Supplement,26,24,16,High,3,Winter,Yes,2025-12-09,Available,9838579986,10,22,No,56,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Insulin,Diabetes,80,48,11,Medium,2,Rainy,Yes,2025-08-30,Available,9410925017,8,22,No,34,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Crocin,Painkiller,71,35,8,Low,4,Summer,No,2025-02-14,Available,9290870406,10,21,Yes,43,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Cetrizine,Allergy,9,48,6,Low,2,Summer,No,2025-02-17,Low Stock,9765593306,8,23,Yes,59,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,ORS,Hydration,17,41,22,High,2,Rainy,Yes,2025-06-20,Low Stock,9219193883,9,22,No,30,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Azithromycin,Antibiotic,11,32,15,Medium,3,Summer,No,2025-09-22,Low Stock,9635438412,8,21,No,58,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Dolo,Painkiller,66,46,21,High,5,Winter,Yes,2025-12-16,Available,9240416788,10,22,No,35,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Insulin,Diabetes,52,33,5,Low,2,Winter,No,2025-12-03,Available,9282664379,9,23,No,32,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Vitamin D,Supplement,77,20,10,Medium,4,Rainy,No,2025-06-30,Available,9986971239,8,22,No,32,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Metformin,Diabetes,76,42,21,High,5,Rainy,Yes,2025-07-09,Available,9605083959,9,21,Yes,38,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Dolo,Painkiller,59,34,15,Medium,3,Rainy,No,2025-08-21,Available,9885621567,10,22,Yes,56,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Paracetamol,Painkiller,7,47,17,High,4,Winter,Yes,2025-12-15,Low Stock,9601812473,10,21,No,54,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,ORS,Hydration,16,50,14,Medium,2,Winter,Yes,2025-11-18,Low Stock,9451189304,10,22,No,53,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Vitamin D,Supplement,53,40,8,Low,2,Winter,No,2025-12-23,Available,9294000411,10,22,No,26,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Insulin,Diabetes,24,31,11,Medium,3,Winter,No,2025-11-06,Low Stock,9739546992,8,21,Yes,10,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Paracetamol,Painkiller,70,22,13,Medium,4,Rainy,No,2025-08-26,Available,9400557323,9,22,No,41,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,ORS,Hydration,9,30,9,Medium,2,Summer,No,2025-03-07,Low Stock,9706937548,8,21,No,10,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Vitamin D,Supplement,78,32,10,Medium,3,Summer,No,2025-02-02,Available,9745904830,8,23,Yes,17,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,57,33,7,Low,6,Summer,No,2025-04-14,Available,9758802482,8,22,No,57,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Insulin,Diabetes,55,41,17,High,2,Rainy,Yes,2025-08-28,Available,9216492319,8,23,Yes,24,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Vitamin D,Supplement,63,43,16,High,5,Winter,Yes,2025-12-21,Available,9603799648,8,21,No,40,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Cetrizine,Allergy,68,26,13,Medium,3,Summer,No,2025-05-07,Available,9245893828,10,23,Yes,32,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,ORS,Hydration,28,25,9,Medium,2,Summer,No,2025-05-04,Available,9918164672,9,23,No,43,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Azithromycin,Antibiotic,64,38,6,Low,6,Winter,No,2025-11-08,Available,9660385234,10,23,No,21,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Vitamin D,Supplement,37,24,18,High,5,Rainy,Yes,2025-08-03,Available,9114146424,10,21,Yes,28,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Metformin,Diabetes,7,21,13,Medium,5,Winter,No,2025-11-24,Low Stock,9583954942,9,21,Yes,16,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Cetrizine,Allergy,69,45,6,Low,5,Winter,No,2025-11-18,Available,9621159236,10,21,Yes,43,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Insulin,Diabetes,6,30,13,Medium,3,Rainy,Yes,2025-07-04,Low Stock,9381719288,10,21,No,59,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Crocin,Painkiller,32,32,16,High,5,Winter,Yes,2025-01-01,Available,9973105529,8,21,No,13,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Insulin,Diabetes,11,30,20,High,5,Rainy,Yes,2025-06-16,Low Stock,9672161318,8,23,No,18,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Metformin,Diabetes,35,48,14,Medium,5,Rainy,No,2025-08-25,Low Stock,9999271117,8,21,Yes,59,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Crocin,Painkiller,69,36,23,High,6,Rainy,Yes,2025-06-23,Available,9819556433,8,21,Yes,30,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Cetrizine,Allergy,46,24,7,Low,6,Winter,No,2025-01-30,Available,9675253999,10,22,No,18,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,ORS,Hydration,55,26,18,High,3,Rainy,Yes,2025-06-06,Available,9394055478,10,23,Yes,47,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Azithromycin,Antibiotic,11,38,13,Medium,4,Winter,No,2025-11-20,Low Stock,9760186046,10,23,Yes,47,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Dolo,Painkiller,42,37,13,Medium,2,Summer,No,2025-04-05,Available,9974560412,10,21,No,12,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Crocin,Painkiller,48,35,19,High,4,Winter,Yes,2025-11-30,Available,9422680653,9,21,No,53,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Amoxicillin,Antibiotic,37,37,8,Low,5,Summer,No,2025-02-23,Available,9368481041,8,22,Yes,57,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Paracetamol,Painkiller,34,33,13,Medium,6,Rainy,No,2025-06-15,Available,9386413363,9,21,Yes,12,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,79,36,15,Medium,6,Winter,No,2025-01-23,Available,9848192882,10,21,Yes,33,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Crocin,Painkiller,11,43,6,Low,2,Summer,No,2025-03-09,Low Stock,9320458747,8,23,No,39,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Cetrizine,Allergy,29,45,5,Low,5,Winter,No,2025-11-28,Low Stock,9816511841,8,21,Yes,30,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Dolo,Painkiller,39,28,13,Medium,5,Summer,No,2025-04-11,Available,9224030008,10,23,Yes,56,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Metformin,Diabetes,0,39,13,Medium,2,Summer,No,2025-09-26,Out of Stock,9328798521,9,22,Yes,37,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Amoxicillin,Antibiotic,41,36,5,Low,4,Rainy,No,2025-07-26,Available,9247681458,10,21,Yes,20,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Azithromycin,Antibiotic,66,46,20,High,2,Rainy,Yes,2025-07-07,Available,9586232104,10,22,No,29,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Paracetamol,Painkiller,70,45,16,High,2,Winter,Yes,2025-12-10,Available,9564966637,8,23,Yes,55,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,ORS,Hydration,74,37,11,Medium,5,Summer,No,2025-02-20,Available,9181604119,9,23,No,52,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Cetrizine,Allergy,35,27,10,Medium,3,Summer,No,2025-03-29,Available,9603614601,8,21,No,33,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Vitamin D,Supplement,74,30,14,Medium,3,Summer,No,2025-04-22,Available,9355751819,8,23,No,21,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Metformin,Diabetes,67,37,17,High,4,Rainy,Yes,2025-07-18,Available,9854497849,8,21,No,31,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Dolo,Painkiller,64,31,11,Medium,2,Winter,Yes,2025-11-10,Available,9742762177,9,21,Yes,51,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Dolo,Painkiller,3,48,9,Medium,3,Summer,No,2025-04-17,Low Stock,9991863063,9,23,No,39,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Amoxicillin,Antibiotic,68,43,21,High,2,Winter,Yes,2025-01-19,Available,9290790930,9,23,Yes,49,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,ORS,Hydration,5,50,19,High,6,Rainy,Yes,2025-06-03,Low Stock,9361310982,10,22,No,44,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Insulin,Diabetes,16,29,5,Low,5,Summer,No,2025-04-24,Low Stock,9419722952,10,22,No,36,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Insulin,Diabetes,28,31,19,High,5,Rainy,Yes,2025-08-22,Low Stock,9993545854,10,22,No,20,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Amoxicillin,Antibiotic,31,32,7,Low,2,Summer,No,2025-09-15,Low Stock,9427858968,9,22,No,56,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Crocin,Painkiller,42,50,14,Medium,2,Summer,No,2025-03-09,Low Stock,9606911649,8,21,Yes,33,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Metformin,Diabetes,63,48,15,Medium,5,Winter,No,2025-01-20,Available,9113942983,8,21,No,25,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Amoxicillin,Antibiotic,69,34,9,Medium,5,Rainy,No,2025-08-05,Available,9338394795,10,22,Yes,24,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,ORS,Hydration,70,36,9,Medium,6,Summer,No,2025-04-18,Available,9156101550,9,21,Yes,49,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Azithromycin,Antibiotic,71,33,15,Medium,2,Winter,No,2025-12-10,Available,9944797944,9,22,No,23,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Amoxicillin,Antibiotic,79,36,11,Medium,3,Summer,No,2025-10-30,Available,9297240004,10,23,Yes,37,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Metformin,Diabetes,50,41,9,Medium,2,Summer,No,2025-02-27,Available,9356680475,8,22,Yes,31,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Vitamin D,Supplement,29,28,7,Low,3,Summer,No,2025-03-16,Available,9383914185,10,22,No,14,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,Vitamin D,Supplement,74,27,11,Medium,5,Summer,No,2025-10-09,Available,9252102289,9,21,No,52,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Vitamin D,Supplement,45,20,6,Low,3,Summer,No,2025-04-06,Available,9102173596,9,21,Yes,22,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Insulin,Diabetes,68,24,11,Medium,2,Summer,No,2025-02-08,Available,9133107186,8,21,No,11,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Azithromycin,Antibiotic,70,47,13,Medium,3,Summer,No,2025-05-25,Available,9885135733,9,21,Yes,25,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Azithromycin,Antibiotic,19,31,11,Medium,6,Summer,No,2025-09-14,Low Stock,9827617901,10,21,Yes,56,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Dolo,Painkiller,3,47,12,Medium,3,Summer,No,2025-05-20,Low Stock,9854043660,10,21,Yes,14,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Paracetamol,Painkiller,72,47,15,Medium,3,Rainy,No,2025-08-19,Available,9947740417,10,21,No,19,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Crocin,Painkiller,47,29,8,Low,2,Summer,No,2025-04-24,Available,9646784575,10,22,Yes,43,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Crocin,Painkiller,36,39,15,Medium,3,Rainy,No,2025-06-28,Low Stock,9105096056,9,22,No,19,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Paracetamol,Painkiller,80,48,11,Medium,4,Summer,No,2025-03-15,Available,9646086108,9,22,Yes,54,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Insulin,Diabetes,44,30,10,Medium,2,Summer,No,2025-03-29,Available,9635469114,9,23,Yes,48,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Dolo,Painkiller,48,37,5,Low,4,Summer,No,2025-03-29,Available,9263134520,10,21,No,39,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Azithromycin,Antibiotic,30,39,12,Medium,2,Winter,No,2025-12-03,Low Stock,9751703010,8,22,Yes,12,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Crocin,Painkiller,2,25,12,Medium,4,Summer,No,2025-05-31,Low Stock,9938356040,9,21,No,38,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Vitamin D,Supplement,8,32,12,Medium,2,Summer,No,2025-03-23,Low Stock,9603738322,10,22,Yes,34,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Azithromycin,Antibiotic,52,24,20,High,3,Rainy,Yes,2025-07-15,Available,9282981842,9,23,No,18,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,ORS,Hydration,31,42,12,Medium,4,Rainy,No,2025-06-20,Low Stock,9222795421,8,22,Yes,54,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Paracetamol,Painkiller,1,46,7,Low,6,Summer,No,2025-03-13,Low Stock,9543479666,10,21,Yes,16,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Dolo,Painkiller,19,23,5,Low,2,Summer,No,2025-09-07,Low Stock,9850639702,9,22,Yes,36,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Vitamin D,Supplement,21,47,8,Low,2,Winter,No,2025-01-11,Low Stock,9707732510,8,23,No,23,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Paracetamol,Painkiller,38,45,14,Medium,5,Summer,No,2025-03-03,Low Stock,9435466879,8,23,Yes,49,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Insulin,Diabetes,75,48,14,Medium,6,Summer,No,2025-10-13,Available,9580932318,8,22,No,59,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Amoxicillin,Antibiotic,22,41,10,Medium,4,Winter,No,2025-11-14,Low Stock,9760755971,9,23,Yes,45,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Vitamin D,Supplement,41,37,8,Low,5,Summer,No,2025-09-24,Available,9915683486,8,21,No,58,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Vitamin D,Supplement,29,41,8,Low,3,Winter,No,2025-12-01,Low Stock,9956212109,8,21,Yes,22,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Vitamin D,Supplement,65,44,7,Low,2,Summer,No,2025-09-27,Available,9145178150,10,21,Yes,46,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Amoxicillin,Antibiotic,14,24,20,High,6,Rainy,Yes,2025-06-25,Low Stock,9129340905,9,23,Yes,20,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,ORS,Hydration,24,35,9,Medium,4,Summer,No,2025-05-07,Low Stock,9766336911,8,23,Yes,12,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,ORS,Hydration,25,47,12,Medium,2,Winter,Yes,2025-12-18,Low Stock,9971887179,8,22,Yes,24,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Dolo,Painkiller,37,45,16,High,4,Winter,Yes,2025-11-27,Low Stock,9565267705,10,22,Yes,53,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Paracetamol,Painkiller,23,28,9,Medium,3,Summer,No,2025-10-01,Low Stock,9175201392,10,21,No,43,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Amoxicillin,Antibiotic,17,48,5,Low,3,Rainy,No,2025-07-16,Low Stock,9793874135,8,21,No,56,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Amoxicillin,Antibiotic,5,46,15,Medium,2,Summer,No,2025-03-07,Low Stock,9831718690,9,22,No,47,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Paracetamol,Painkiller,77,32,18,High,6,Rainy,Yes,2025-08-26,Available,9378175160,10,21,Yes,35,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Crocin,Painkiller,30,37,5,Low,6,Summer,No,2025-04-26,Low Stock,9281824655,8,21,Yes,34,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Vitamin D,Supplement,9,42,20,High,2,Rainy,Yes,2025-07-05,Low Stock,9967020045,8,23,No,40,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Paracetamol,Painkiller,32,35,14,Medium,2,Rainy,No,2025-06-13,Low Stock,9498836605,9,22,No,47,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Amoxicillin,Antibiotic,46,28,11,Medium,3,Summer,No,2025-05-26,Available,9860919942,10,21,No,14,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,36,38,10,Medium,5,Summer,No,2025-09-28,Low Stock,9438513276,10,23,Yes,21,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Crocin,Painkiller,11,24,12,Medium,6,Summer,No,2025-03-30,Low Stock,9337986536,8,23,No,34,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Amoxicillin,Antibiotic,9,32,9,Medium,3,Winter,No,2025-12-17,Low Stock,9877201243,10,22,Yes,44,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Paracetamol,Painkiller,20,37,11,Medium,4,Summer,No,2025-02-19,Low Stock,9205055830,8,21,No,47,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Metformin,Diabetes,34,23,14,Medium,5,Summer,No,2025-04-27,Available,9927340140,9,21,Yes,17,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Paracetamol,Painkiller,61,24,10,Medium,5,Winter,No,2025-11-12,Available,9322437213,9,22,Yes,26,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Vitamin D,Supplement,43,26,17,High,5,Winter,Yes,2025-01-29,Available,9702991373,8,22,Yes,59,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,20,29,11,Medium,4,Rainy,No,2025-08-14,Low Stock,9647616341,10,23,No,13,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Azithromycin,Antibiotic,23,21,14,Medium,4,Rainy,Yes,2025-08-05,Available,9272244261,10,23,No,33,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Cetrizine,Allergy,15,25,8,Low,5,Summer,No,2025-09-07,Low Stock,9258986852,9,23,No,28,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Vitamin D,Supplement,53,31,12,Medium,5,Rainy,No,2025-06-11,Available,9635018039,10,21,Yes,39,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Azithromycin,Antibiotic,55,20,21,High,2,Winter,Yes,2025-12-09,Available,9380191135,10,21,No,27,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Crocin,Painkiller,55,29,6,Low,2,Winter,No,2025-12-03,Available,9422032743,8,21,No,56,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Vitamin D,Supplement,59,47,7,Low,4,Summer,No,2025-03-08,Available,9468787607,9,23,No,57,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Insulin,Diabetes,1,35,6,Low,6,Summer,No,2025-03-06,Low Stock,9672500624,10,23,No,13,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Azithromycin,Antibiotic,37,35,12,Medium,3,Summer,No,2025-10-04,Available,9414541140,8,22,No,15,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Dolo,Painkiller,71,48,8,Low,6,Winter,No,2025-12-28,Available,9371114460,8,22,Yes,15,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Crocin,Painkiller,41,43,5,Low,2,Winter,No,2025-11-08,Low Stock,9226003412,10,21,No,49,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Amoxicillin,Antibiotic,30,34,13,Medium,3,Summer,No,2025-02-21,Low Stock,9501301203,10,21,Yes,57,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Azithromycin,Antibiotic,41,29,10,Medium,4,Summer,No,2025-03-19,Available,9968215815,10,22,No,55,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,ORS,Hydration,72,32,25,High,2,Winter,Yes,2025-12-22,Available,9388369246,8,21,Yes,38,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Paracetamol,Painkiller,24,33,13,Medium,6,Summer,No,2025-10-05,Low Stock,9738158682,10,23,Yes,35,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Metformin,Diabetes,8,29,18,High,3,Winter,Yes,2025-01-09,Low Stock,9247281555,8,23,No,21,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Vitamin D,Supplement,13,27,7,Low,2,Summer,No,2025-09-04,Low Stock,9620980166,8,22,No,26,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Amoxicillin,Antibiotic,39,36,8,Low,3,Rainy,No,2025-07-08,Available,9402294089,9,21,Yes,36,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,ORS,Hydration,26,29,23,High,4,Winter,Yes,2025-11-17,Low Stock,9960825767,10,23,Yes,55,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Crocin,Painkiller,1,35,22,High,5,Winter,Yes,2025-12-09,Low Stock,9765246689,9,21,Yes,48,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Amoxicillin,Antibiotic,5,42,7,Low,5,Winter,No,2025-11-27,Low Stock,9933339643,8,21,Yes,36,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Crocin,Painkiller,43,29,16,High,3,Winter,Yes,2025-12-04,Available,9581444059,10,23,Yes,16,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Azithromycin,Antibiotic,67,38,9,Medium,3,Winter,No,2025-12-24,Available,9564745324,8,21,Yes,60,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Crocin,Painkiller,56,26,14,Medium,3,Winter,Yes,2025-01-05,Available,9566795353,10,21,Yes,57,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,ORS,Hydration,1,49,14,Medium,6,Rainy,Yes,2025-08-23,Low Stock,9924441604,9,22,Yes,56,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Insulin,Diabetes,19,23,6,Low,2,Winter,No,2025-12-07,Low Stock,9366413448,8,21,No,17,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Vitamin D,Supplement,35,21,6,Low,4,Winter,No,2025-01-12,Available,9177101686,10,22,No,48,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Dolo,Painkiller,41,44,8,Low,5,Summer,No,2025-09-10,Low Stock,9739466339,8,22,No,22,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Vitamin D,Supplement,57,34,17,High,2,Winter,Yes,2025-12-19,Available,9277938437,10,22,Yes,48,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Vitamin D,Supplement,11,47,8,Low,3,Winter,No,2025-11-07,Low Stock,9208919550,10,22,Yes,40,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Insulin,Diabetes,15,27,13,Medium,6,Summer,No,2025-10-02,Low Stock,9718502942,8,21,No,58,24x7,2026-04-26 08:22:08.464303
